기록,분절,박동위치,ST60_mV__x_clean(참값),ST80_mV__x_clean(참값),QT_ms__x_clean(참값),QTc_ms__x_clean(참값),R진폭_mV__x_clean(참값),QRS면적_mVms__x_clean(참값),ST60_mV__x_noisy(처리전),ST80_mV__x_noisy(처리전),QT_ms__x_noisy(처리전),QTc_ms__x_noisy(처리전),R진폭_mV__x_noisy(처리전),QRS면적_mVms__x_noisy(처리전),ST60_mV__B재구성(처리후),ST80_mV__B재구성(처리후),QT_ms__B재구성(처리후),QTc_ms__B재구성(처리후),R진폭_mV__B재구성(처리후),QRS면적_mVms__B재구성(처리후),ST60_mV_참값,ST60_mV_처리전,ST60_mV_처리후,ST80_mV_참값,ST80_mV_처리전,ST80_mV_처리후,QT_ms_참값,QT_ms_처리전,QT_ms_처리후,QTc_ms_참값,QTc_ms_처리전,QTc_ms_처리후,R진폭_mV_참값,R진폭_mV_처리전,R진폭_mV_처리후,QRS면적_mVms_참값,QRS면적_mVms_처리전,QRS면적_mVms_처리후
100,0,3283,-0.02467,-0.01467,,,1.19033,24.55648,0.05765,0.07452,,,1.21889,25.06814,0.10224,0.07831,,,1.24385,28.37388,-0.02467,0.08231,0.1269,-0.01467,0.08919,0.09298,,,,,,,1.19033,0.02856,0.05351,24.55648,0.51166,3.8174
100,1,263,-0.02467,-0.01967,277.77778,,1.27533,27.41759,0.42118,0.40248,175.0,,1.2853,27.42569,0.09984,0.12112,480.55556,,1.3236,28.99631,-0.02467,0.44584,0.12451,-0.01967,0.42215,0.14079,277.77778,-102.77778,202.77778,,,,1.27533,0.00997,0.04827,27.41759,0.00809,1.57872
100,1,571,0.03033,0.01533,172.22222,186.19374,1.27033,27.63426,0.30997,0.34683,341.66667,369.38436,1.41896,39.44332,0.10031,0.10033,411.11111,444.46248,1.31315,29.31399,0.03033,0.27963,0.06998,0.01533,0.3315,0.08499,172.22222,169.44444,238.88889,186.19374,183.19062,258.26874,1.27033,0.14863,0.04282,27.63426,11.80906,1.67973
100,1,866,-0.02733,-0.04733,125.0,138.08619,1.15767,25.88148,-0.10353,-0.11913,150.0,165.70343,1.10827,28.1734,0.08026,0.09166,327.77778,362.09268,1.31472,30.52582,-0.02733,-0.07619,0.10759,-0.04733,-0.07179,0.13899,125.0,25.0,202.77778,138.08619,27.61724,224.00649,1.15767,-0.0494,0.15705,25.88148,2.29192,4.64434
100,1,1165,-0.03633,-0.03133,291.66667,320.03867,1.23367,26.87778,0.0244,0.07824,166.66667,182.87924,1.20171,25.97862,0.11303,0.11352,197.22222,216.4071,1.2433,28.44749,-0.03633,0.06074,0.14936,-0.03133,0.10957,0.14485,291.66667,-125.0,-94.44444,320.03867,-137.15943,-103.63157,1.23367,-0.03196,0.00963,26.87778,-0.89916,1.56971
100,1,1461,-0.03733,-0.03233,130.55556,143.97953,1.27767,26.45093,-0.16504,-0.11936,219.44444,242.00815,1.25847,30.27407,0.08728,0.08578,155.55556,171.55008,1.38668,32.56696,-0.03733,-0.12771,0.12461,-0.03233,-0.08703,0.11812,130.55556,88.88889,25.0,143.97953,98.02862,27.57055,1.27767,-0.0192,0.10901,26.45093,3.82315,6.11603
100,1,1747,-0.01967,-0.00467,186.11111,208.80483,1.17533,23.975,-0.01516,-0.01857,472.22222,529.80329,1.42916,36.02238,0.11715,0.09547,180.55556,202.57185,1.37407,33.50764,-0.01967,0.00451,0.13682,-0.00467,-0.0139,0.10014,186.11111,286.11111,-5.55556,208.80483,320.99847,-6.23298,1.17533,0.25383,0.19874,23.975,12.04738,9.53264
100,1,2034,-0.01333,-0.01833,133.33333,149.33068,1.34667,34.31482,0.00944,0.04882,352.77778,395.10409,1.339,35.09814,0.05006,0.04213,244.44444,273.77291,1.54894,36.31393,-0.01333,0.02277,0.0634,-0.01833,0.06715,0.06046,133.33333,219.44444,111.11111,149.33068,245.77341,124.44223,1.34667,-0.00767,0.20227,34.31482,0.78332,1.99911
100,1,2318,-0.021,-0.041,150.0,168.88199,1.254,26.39167,-0.13094,-0.1684,116.66667,131.35266,1.16939,30.17754,0.13121,0.12919,250.0,281.46998,1.24049,28.60479,-0.021,-0.10994,0.15221,-0.041,-0.1274,0.17019,150.0,-33.33333,100.0,168.88199,-37.52933,112.58799,1.254,-0.08461,-0.01351,26.39167,3.78587,2.21313
100,1,2615,-0.03433,-0.00933,177.77778,195.72689,1.33067,28.86389,0.21253,0.04741,186.11111,204.90159,1.25495,32.003,0.09264,0.08964,250.0,275.24094,1.38377,30.621,-0.03433,0.24686,0.12697,-0.00933,0.05674,0.09897,177.77778,8.33333,72.22222,195.72689,9.1747,79.51405,1.33067,-0.07572,0.05311,28.86389,3.13911,1.75711
100,1,2927,-0.03367,-0.01367,177.77778,190.96397,1.23633,27.14352,-0.28995,-0.28704,288.88889,310.31645,1.14621,30.66811,0.12278,0.11842,244.44444,262.57545,1.45421,35.88745,-0.03367,-0.25629,0.15644,-0.01367,-0.27338,0.13209,177.77778,111.11111,66.66667,190.96397,119.35248,71.61149,1.23633,-0.09012,0.21788,27.14352,3.52459,8.74393
100,1,3224,-0.03433,-0.03933,,,1.25567,27.15093,0.17356,0.13901,,,1.31063,29.78483,0.05165,0.04189,,,1.32071,30.11141,-0.03433,0.20789,0.08598,-0.03933,0.17834,0.08122,,,,,,,1.25567,0.05497,0.06504,27.15093,2.63391,2.96048
100,2,193,0.01967,0.01967,183.33333,,1.42967,37.48889,-0.13468,-0.1295,477.77778,,1.36343,38.4555,0.01321,-0.01345,497.22222,,1.51143,38.1043,0.01967,-0.15434,-0.00645,0.01967,-0.14916,-0.03312,183.33333,294.44444,313.88889,,,,1.42967,-0.06623,0.08177,37.48889,0.96661,0.61541
100,2,470,-0.03067,-0.04067,138.88889,158.33571,1.22933,26.75556,0.39825,0.13569,166.66667,190.00285,1.33539,30.1326,0.06565,0.05122,427.77778,487.67398,1.33614,31.28119,-0.03067,0.42892,0.09632,-0.04067,0.17636,0.09189,138.88889,27.77778,288.88889,158.33571,31.66714,329.33827,1.22933,0.10606,0.10681,26.75556,3.37704,4.52563
100,2,753,-0.05267,-0.07267,447.22222,504.40735,1.28733,27.04907,-0.21334,-0.23979,411.11111,463.67881,1.45408,35.88166,0.02482,0.00956,355.55556,401.01951,1.55867,37.69594,-0.05267,-0.16067,0.07748,-0.07267,-0.16712,0.08223,447.22222,-36.11111,-91.66667,504.40735,-40.72854,-103.38784,1.28733,0.16675,0.27134,27.04907,8.83258,10.64686
100,2,1046,-0.026,-0.006,191.66667,212.45357,1.384,30.96944,0.0145,0.08237,272.22222,301.74565,1.40726,33.96924,0.08314,0.08251,350.0,387.95869,1.47906,35.27151,-0.026,0.0405,0.10914,-0.006,0.08837,0.08851,191.66667,80.55556,158.33333,212.45357,89.29208,175.50512,1.384,0.02326,0.09506,30.96944,2.9998,4.30207
100,2,1339,-0.04033,-0.04533,172.22222,190.90031,1.28467,27.55648,-0.02207,-0.02397,338.88889,375.64254,1.27339,26.92252,0.11908,0.12651,233.33333,258.63913,1.23206,30.66442,-0.04033,0.01826,0.15941,-0.04533,0.02136,0.17184,172.22222,166.66667,61.11111,190.90031,184.74223,67.73882,1.28467,-0.01128,-0.0526,27.55648,-0.63396,3.10794
100,2,1637,-0.042,-0.037,277.77778,305.30971,1.208,26.29722,-0.15831,-0.19458,308.33333,338.89378,1.27593,27.24363,0.10675,0.1045,,,1.4615,37.20852,-0.042,-0.11631,0.14875,-0.037,-0.15758,0.1415,277.77778,30.55556,,305.30971,33.58407,,1.208,0.06793,0.2535,26.29722,0.94641,10.9113
100,2,1942,-0.043,-0.028,180.55556,196.16078,1.307,28.48056,-0.05641,-0.00864,191.66667,208.23222,1.17438,29.98215,0.08157,0.08342,,,1.31454,31.42596,-0.043,-0.01341,0.12457,-0.028,0.01936,0.11142,180.55556,11.11111,,196.16078,12.07143,,1.307,-0.13262,0.00754,28.48056,1.50159,2.94541
100,2,2232,-0.029,-0.024,213.88889,238.30902,1.471,35.63889,-0.23225,-0.24714,338.88889,377.58052,1.3268,42.6447,0.06422,0.05493,247.22222,275.44808,1.58803,37.7294,-0.029,-0.20325,0.09322,-0.024,-0.22314,0.07893,213.88889,125.0,33.33333,238.30902,139.2715,37.13907,1.471,-0.1442,0.11703,35.63889,7.00581,2.09051
100,2,2510,-0.029,-0.029,186.11111,211.78791,1.246,25.81667,0.11227,0.23744,200.0,227.59297,1.26096,27.10097,0.15457,0.1507,297.22222,338.22845,1.2523,30.60748,-0.029,0.14127,0.18357,-0.029,0.26644,0.1797,186.11111,13.88889,111.11111,211.78791,15.80507,126.44054,1.246,0.01496,0.0063,25.81667,1.2843,4.79081
100,2,2798,-0.01433,-0.01933,127.77778,142.8599,1.22567,25.5537,0.00823,0.02047,488.88889,546.59439,1.24421,25.46569,0.08205,0.08848,236.11111,263.98025,1.26518,30.64098,-0.01433,0.02257,0.09638,-0.01933,0.0398,0.10781,127.77778,361.11111,108.33333,142.8599,403.7345,121.12035,1.22567,0.01854,0.03951,25.5537,-0.08801,5.08727
100,2,3083,-0.02,-0.02,166.66667,187.31716,1.295,27.95833,-0.23761,-0.24416,286.11111,321.56113,1.20318,32.36151,0.08726,0.08598,155.55556,174.82935,1.37188,32.2421,-0.02,-0.21761,0.10726,-0.02,-0.22416,0.10598,166.66667,119.44444,-11.11111,187.31716,134.24397,-12.48781,1.295,-0.09182,0.07688,27.95833,4.40317,4.28376
100,2,3391,-0.00833,-0.00833,,,1.38667,30.41667,0.05148,0.00462,,,1.51196,33.83454,0.09259,0.08622,,,1.6002,37.83941,-0.00833,0.05982,0.10092,-0.00833,0.01295,0.09456,,,,,,,1.38667,0.12529,0.21354,30.41667,3.41787,7.42275
100,3,391,0.00467,-0.01033,163.88889,,1.23967,25.25926,0.00129,-0.00674,166.66667,,1.21341,25.35182,0.08215,0.07693,172.22222,,1.20268,27.89832,0.00467,-0.00338,0.07748,-0.01033,0.00359,0.08727,163.88889,2.77778,8.33333,,,,1.23967,-0.02626,-0.03698,25.25926,0.09256,2.63906
100,3,680,-0.01333,-0.01833,188.88889,210.81851,1.30167,27.83333,0.01143,0.01396,194.44444,217.01906,1.3169,27.88346,0.11334,0.1152,166.66667,186.01633,1.47052,36.07439,-0.01333,0.02476,0.12667,-0.01833,0.03229,0.13354,188.88889,5.55556,-22.22222,210.81851,6.20054,-24.80218,1.30167,0.01524,0.16885,27.83333,0.05013,8.24105
100,3,981,-0.063,-0.058,138.88889,151.89221,1.427,31.79722,-0.08062,-0.08347,141.66667,154.93006,1.40563,32.74685,0.05654,0.04829,427.77778,467.82801,1.47345,33.71052,-0.063,-0.01762,0.11954,-0.058,-0.02547,0.10629,138.88889,2.77778,288.88889,151.89221,3.03784,315.9358,1.427,-0.02137,0.04645,31.79722,0.94962,1.9133
100,3,1266,-0.02167,-0.00667,188.88889,212.29278,1.23333,24.12963,0.0431,0.02171,144.44444,162.34154,1.23346,24.4343,0.09667,0.10068,247.22222,277.85379,1.24546,28.72453,-0.02167,0.06477,0.11833,-0.00667,0.02837,0.10735,188.88889,-44.44444,58.33333,212.29278,-49.95124,65.56101,1.23333,0.00013,0.01213,24.12963,0.30467,4.5949
100,3,1551,0.01167,-0.03333,172.22222,193.56107,1.31167,30.75,0.02837,-0.02511,430.55556,483.90267,1.35509,30.86558,0.14271,0.13572,197.22222,221.65864,1.32226,31.51024,0.01167,0.01671,0.13104,-0.03333,0.00822,0.16906,172.22222,258.33333,25.0,193.56107,290.3416,28.09757,1.31167,0.04342,0.0106,30.75,0.11558,0.76024
100,3,1845,-0.03333,-0.04833,269.44444,298.15824,1.30667,27.60185,-0.06722,-0.11527,166.66667,184.42778,1.27758,29.22172,0.11527,0.12376,250.0,276.64167,1.40822,32.67851,-0.03333,-0.03388,0.1486,-0.04833,-0.06693,0.1721,269.44444,-102.77778,-19.44444,298.15824,-113.73046,-21.51657,1.30667,-0.02909,0.10155,27.60185,1.61987,5.07666
100,3,2150,-0.01667,-0.01667,225.0,244.44651,1.37333,31.41204,-0.00576,-0.00481,241.66667,262.55366,1.37046,31.49512,0.06187,0.0529,,,1.5396,35.92017,-0.01667,0.01091,0.07853,-0.01667,0.01185,0.06956,225.0,16.66667,,244.44651,18.10715,,1.37333,-0.00287,0.16627,31.41204,0.08308,4.50813
100,3,2467,0.064,0.059,188.88889,201.2927,1.314,29.92778,0.04832,0.04132,141.66667,150.96953,1.30811,29.846,0.07756,0.08292,255.55556,272.33719,1.42711,33.46835,0.064,-0.01568,0.01356,0.059,-0.01768,0.02392,188.88889,-47.22222,66.66667,201.2927,-50.32318,71.04448,1.314,-0.00589,0.11311,29.92778,-0.08178,3.54057
100,3,2762,-0.026,-0.041,163.88889,181.04634,1.249,25.37222,0.00787,-0.001,158.33333,174.90918,1.23239,25.19483,0.10569,0.08975,413.88889,457.21873,1.25383,30.36425,-0.026,0.03387,0.13169,-0.041,0.04,0.13075,163.88889,-5.55556,250.0,181.04634,-6.13716,276.17239,1.249,-0.01661,0.00483,25.37222,-0.17739,4.99203
100,3,3042,-0.03967,-0.04467,141.66667,160.6349,1.30033,30.04074,-0.05438,-0.05712,211.11111,239.3775,1.29944,29.43772,0.09305,0.10643,241.66667,274.02424,1.38792,30.55948,-0.03967,-0.01471,0.13272,-0.04467,-0.01245,0.1511,141.66667,69.44444,100.0,160.6349,78.7426,113.38934,1.30033,-0.0009,0.08759,30.04074,-0.60302,0.51874
100,3,3331,-0.01033,-0.01533,,,1.30467,27.30463,0.00023,0.00143,,,1.28785,26.87462,0.1188,0.12333,,,1.33537,30.66872,-0.01033,0.01056,0.12914,-0.01533,0.01676,0.13866,,,,,,,1.30467,-0.01682,0.0307,27.30463,-0.43001,3.36409
100,4,311,-0.01967,-0.03967,161.11111,,1.21533,26.23519,0.05925,0.02112,163.88889,,1.22287,25.53981,0.05817,0.0404,252.77778,,1.23133,29.59992,-0.01967,0.07892,0.07783,-0.03967,0.06079,0.08007,161.11111,2.77778,91.66667,,,,1.21533,0.00754,0.016,26.23519,-0.69537,3.36473
100,4,612,-0.00167,0.00333,163.88889,179.23281,1.29333,27.21759,0.04415,0.02503,308.33333,337.20071,1.29272,28.43811,0.08691,0.08947,180.55556,197.45988,1.38678,33.67985,-0.00167,0.04582,0.08858,0.00333,0.02169,0.08613,163.88889,144.44444,16.66667,179.23281,157.9679,18.22707,1.29333,-0.00062,0.09344,27.21759,1.22052,6.46226
100,4,910,-0.02367,-0.01367,213.88889,235.08848,1.23133,27.12222,-0.12197,-0.01339,133.33333,146.54866,1.43069,28.06383,0.12501,0.12211,191.66667,210.6637,1.38275,32.16549,-0.02367,-0.0983,0.14868,-0.01367,0.00028,0.13578,213.88889,-80.55556,-22.22222,235.08848,-88.53982,-24.42478,1.23133,0.19936,0.15141,27.12222,0.94161,5.04327
100,4,1207,-0.018,-0.028,205.55556,226.30922,1.172,25.92222,-0.0138,0.08698,166.66667,183.49396,1.19507,27.24578,0.09274,0.0862,250.0,275.24094,1.32891,32.76733,-0.018,0.0042,0.11074,-0.028,0.11498,0.1142,205.55556,-38.88889,44.44444,226.30922,-42.81526,48.93172,1.172,0.02307,0.15691,25.92222,1.32356,6.84511
100,4,1500,-0.036,-0.031,191.66667,212.45357,1.209,25.7,0.04951,-0.03251,161.11111,178.58416,1.07183,25.31779,0.08726,0.08808,375.0,415.67003,1.23038,30.02815,-0.036,0.08551,0.12326,-0.031,-0.00151,0.11908,191.66667,-30.55556,183.33333,212.45357,-33.86941,203.21646,1.209,-0.13717,0.02138,25.7,-0.38221,4.32815
100,4,1783,-0.01967,-0.04467,158.33333,178.579,1.40033,35.82778,0.01689,-0.06021,177.77778,200.50975,1.49055,36.67135,0.02821,0.02262,,,1.47854,35.3274,-0.01967,0.03655,0.04788,-0.04467,-0.01554,0.06728,158.33333,19.44444,,178.579,21.93075,,1.40033,0.09022,0.07821,35.82778,0.84357,-0.50038
100,4,2065,-0.01433,-0.01933,208.33333,235.38862,1.37567,34.28704,-0.00099,0.13215,402.77778,455.08466,1.35404,33.84862,0.11431,0.10122,180.55556,204.00347,1.52676,35.98669,-0.01433,0.01334,0.12865,-0.01933,0.15148,0.12055,208.33333,194.44444,-27.77778,235.38862,219.69604,-31.38515,1.37567,-0.02163,0.1511,34.28704,-0.43842,1.69966
100,4,2355,-0.036,-0.041,213.88889,238.30902,1.179,26.08611,0.02685,-0.14116,147.22222,164.03088,1.1326,27.50335,0.11402,0.11625,255.55556,284.73285,1.31089,31.69993,-0.036,0.06285,0.15001,-0.041,-0.10016,0.15725,213.88889,-66.66667,41.66667,238.30902,-74.27814,46.42383,1.179,-0.0464,0.13189,26.08611,1.41724,5.61382
100,4,2658,-0.02967,-0.02967,141.66667,154.41789,1.25033,26.87593,-0.04463,-0.10623,155.55556,169.5569,1.20267,28.75201,0.0797,0.08638,258.33333,281.58556,1.42641,34.07938,-0.02967,-0.01497,0.10936,-0.02967,-0.07656,0.11605,141.66667,13.88889,116.66667,154.41789,15.13901,127.16767,1.25033,-0.04766,0.17608,26.87593,1.87608,7.20346
100,4,2959,-0.013,-0.028,225.0,246.06538,1.302,27.25833,0.10497,-0.11774,172.22222,188.34634,1.21653,31.09019,0.14245,0.13303,177.77778,194.42203,1.38043,31.69954,-0.013,0.11797,0.15545,-0.028,-0.08974,0.16103,225.0,-52.77778,-47.22222,246.06538,-57.71904,-51.64335,1.302,-0.08547,0.07843,27.25833,3.83185,4.44121
100,4,3257,-0.04567,-0.02067,,,1.36433,37.81019,-0.23614,-0.17816,,,1.2741,40.20317,0.04773,0.0218,,,1.61946,40.87571,-0.04567,-0.19048,0.0934,-0.02067,-0.15749,0.04246,,,,,,,1.36433,-0.09023,0.25512,37.81019,2.39299,3.06552
100,5,227,-0.015,-0.0,286.11111,,1.25,28.08333,0.01648,0.08856,186.11111,,1.24472,35.41756,0.02651,0.0158,,,1.22524,28.47758,-0.015,0.03148,0.04151,-0.0,0.08856,0.0158,286.11111,-100.0,,,,,1.25,-0.00528,-0.02476,28.08333,7.33423,0.39425
100,5,514,-0.01067,-0.02067,177.77778,199.10757,1.22433,25.6713,-0.14746,-0.13678,155.55556,174.21913,1.08139,32.21923,0.0778,0.07948,355.55556,398.21514,1.23735,29.19396,-0.01067,-0.13679,0.08846,-0.02067,-0.11612,0.10014,177.77778,-22.22222,177.77778,199.10757,-24.88845,199.10757,1.22433,-0.14294,0.01301,25.6713,6.54794,3.52267
100,5,796,-0.01367,-0.00867,186.11111,210.2805,1.21133,28.10278,0.13669,0.12172,411.11111,464.50021,1.23548,30.02001,0.10048,0.1015,152.77778,172.61832,1.29805,29.14821,-0.01367,0.15036,0.11415,-0.00867,0.13039,0.11016,186.11111,225.0,-33.33333,210.2805,254.21971,-37.66218,1.21133,0.02414,0.08672,28.10278,1.91724,1.04544
100,5,1081,-0.01933,-0.01433,241.66667,271.60989,1.26067,26.26944,-0.22888,-0.18858,175.0,196.68302,1.20887,29.82805,0.05536,0.05056,355.55556,399.60995,1.37809,29.84713,-0.01933,-0.20955,0.07469,-0.01433,-0.17425,0.06489,241.66667,-66.66667,113.88889,271.60989,-74.92686,128.00006,1.26067,-0.0518,0.11742,26.26944,3.5586,3.57769
100,5,1389,-0.02467,-0.02467,138.88889,150.15624,1.32533,29.32222,0.10925,0.1976,152.77778,165.17187,1.22808,28.82949,0.1303,0.12916,147.22222,159.16562,1.37661,32.14432,-0.02467,0.13392,0.15496,-0.02467,0.22226,0.15383,138.88889,13.88889,8.33333,150.15624,15.01562,9.00937,1.32533,-0.09725,0.05128,29.32222,-0.49274,2.8221
100,5,1694,0.001,0.001,194.44444,211.25007,1.321,31.59722,0.0241,-0.01712,219.44444,238.4108,1.32046,32.56829,-0.01294,-0.01155,,,1.46181,35.20072,0.001,0.0231,-0.01394,0.001,-0.01812,-0.01255,194.44444,25.0,,211.25007,27.16072,,1.321,-0.00054,0.14081,31.59722,0.97107,3.6035
100,5,1989,-0.04367,-0.06367,216.66667,239.3494,1.13633,24.96852,0.02732,-0.03497,158.33333,174.90918,1.1486,25.24711,0.07619,0.07244,205.55556,227.07507,1.23049,26.09847,-0.04367,0.07099,0.11986,-0.06367,0.0287,0.13611,216.66667,-58.33333,-11.11111,239.3494,-64.44022,-12.27433,1.13633,0.01226,0.09415,24.96852,0.27859,1.12995
100,5,2272,-0.03933,-0.04433,144.44444,162.91418,1.24567,25.34537,0.06707,0.11767,177.77778,200.50975,1.28077,25.03126,0.0857,0.08745,191.66667,216.17458,1.32687,27.90942,-0.03933,0.1064,0.12503,-0.04433,0.162,0.13178,144.44444,33.33333,47.22222,162.91418,37.59558,53.2604,1.24567,0.0351,0.08121,25.34537,-0.31411,2.56405
100,5,2554,-0.03567,-0.05067,394.44444,445.66912,1.29933,26.84907,-0.03591,0.01524,169.44444,191.44941,1.33749,29.93216,0.05547,0.04088,336.11111,379.7603,1.33208,29.24646,-0.03567,-0.00024,0.09113,-0.05067,0.0659,0.09154,394.44444,-225.0,-58.33333,445.66912,-254.21971,-65.90881,1.29933,0.03816,0.03275,26.84907,3.08308,2.39739
100,5,2838,-0.041,-0.021,200.0,225.17599,1.219,26.21667,-0.10731,-0.13428,202.77778,228.30343,1.20637,29.58572,0.06374,0.0567,169.44444,190.7741,1.34246,27.5529,-0.041,-0.06631,0.10474,-0.021,-0.11328,0.0777,200.0,2.77778,-30.55556,225.17599,3.12744,-34.40189,1.219,-0.01263,0.12346,26.21667,3.36905,1.33624
100,5,3131,-0.04033,-0.05033,194.44444,215.53261,1.16967,26.16759,-0.04133,-0.00296,150.0,166.26801,1.19207,26.37055,0.09848,0.10327,377.77778,418.74906,1.31641,28.16593,-0.04033,-0.001,0.13881,-0.05033,0.04737,0.1536,194.44444,-44.44444,183.33333,215.53261,-49.2646,203.21646,1.16967,0.0224,0.14674,26.16759,0.20295,1.99833
100,5,3424,-0.01767,-0.02267,,,1.29233,29.88148,-0.17888,-0.15512,,,1.2375,34.50533,0.01509,0.00762,,,1.31343,28.07275,-0.01767,-0.16121,0.03276,-0.02267,-0.13245,0.03029,,,,,,,1.29233,-0.05483,0.02109,29.88148,4.62384,-1.80873
100,6,430,-0.03333,-0.03333,150.0,,1.20167,26.92593,-0.07086,-0.06239,208.33333,,1.23516,27.99096,0.08094,0.07824,233.33333,,1.41615,33.02703,-0.03333,-0.03753,0.11427,-0.03333,-0.02905,0.11158,150.0,58.33333,83.33333,,,,1.20167,0.0335,0.21449,26.92593,1.06503,6.10111
100,6,721,-0.053,-0.058,138.88889,154.48,1.177,25.075,0.03865,-0.01812,166.66667,185.376,1.15269,25.13806,0.05278,0.0317,527.77778,587.024,1.34424,29.0906,-0.053,0.09165,0.10578,-0.058,0.03988,0.0897,138.88889,27.77778,388.88889,154.48,30.896,432.544,1.177,-0.02431,0.16724,25.075,0.06306,4.0156
