기록,분절,박동위치,ST60_mV__x_clean(참값),ST80_mV__x_clean(참값),QT_ms__x_clean(참값),QTc_ms__x_clean(참값),R진폭_mV__x_clean(참값),QRS면적_mVms__x_clean(참값),ST60_mV__x_noisy(처리전),ST80_mV__x_noisy(처리전),QT_ms__x_noisy(처리전),QTc_ms__x_noisy(처리전),R진폭_mV__x_noisy(처리전),QRS면적_mVms__x_noisy(처리전),ST60_mV__B재구성(처리후),ST80_mV__B재구성(처리후),QT_ms__B재구성(처리후),QTc_ms__B재구성(처리후),R진폭_mV__B재구성(처리후),QRS면적_mVms__B재구성(처리후),ST60_mV_참값,ST60_mV_처리전,ST60_mV_처리후,ST80_mV_참값,ST80_mV_처리전,ST80_mV_처리후,QT_ms_참값,QT_ms_처리전,QT_ms_처리후,QTc_ms_참값,QTc_ms_처리전,QTc_ms_처리후,R진폭_mV_참값,R진폭_mV_처리전,R진폭_mV_처리후,QRS면적_mVms_참값,QRS면적_mVms_처리전,QRS면적_mVms_처리후
100,0,3283,-0.02467,-0.01467,,,1.19033,24.55648,0.05765,0.07452,,,1.21889,25.06814,0.02352,0.04406,,,1.37399,33.3605,-0.02467,0.08231,0.04819,-0.01467,0.08919,0.05873,,,,,,,1.19033,0.02856,0.18365,24.55648,0.51166,8.80402
100,1,263,-0.02467,-0.01967,277.77778,,1.27533,27.41759,0.42118,0.40248,175.0,,1.2853,27.42569,0.07161,0.09772,433.33333,,1.37955,32.31866,-0.02467,0.44584,0.09628,-0.01967,0.42215,0.11738,277.77778,-102.77778,155.55556,,,,1.27533,0.00997,0.10421,27.41759,0.00809,4.90107
100,1,571,0.03033,0.01533,172.22222,186.19374,1.27033,27.63426,0.30997,0.34683,341.66667,369.38436,1.41896,39.44332,0.05777,0.07969,502.77778,543.5656,1.21024,28.78707,0.03033,0.27963,0.02744,0.01533,0.3315,0.06435,172.22222,169.44444,330.55556,186.19374,183.19062,357.37186,1.27033,0.14863,-0.0601,27.63426,11.80906,1.15281
100,1,866,-0.02733,-0.04733,125.0,138.08619,1.15767,25.88148,-0.10353,-0.11913,150.0,165.70343,1.10827,28.1734,0.03023,0.05506,480.55556,530.8647,1.24899,30.88557,-0.02733,-0.07619,0.05757,-0.04733,-0.07179,0.1024,125.0,25.0,355.55556,138.08619,27.61724,392.7785,1.15767,-0.0494,0.09132,25.88148,2.29192,5.00409
100,1,1165,-0.03633,-0.03133,291.66667,320.03867,1.23367,26.87778,0.0244,0.07824,166.66667,182.87924,1.20171,25.97862,-0.01904,-0.00447,494.44444,542.54174,1.2186,31.804,-0.03633,0.06074,0.0173,-0.03133,0.10957,0.02686,291.66667,-125.0,202.77778,320.03867,-137.15943,222.50307,1.23367,-0.03196,-0.01507,26.87778,-0.89916,4.92623
100,1,1461,-0.03733,-0.03233,130.55556,143.97953,1.27767,26.45093,-0.16504,-0.11936,219.44444,242.00815,1.25847,30.27407,0.05373,0.08051,,,1.38956,35.17798,-0.03733,-0.12771,0.09106,-0.03233,-0.08703,0.11284,130.55556,88.88889,,143.97953,98.02862,,1.27767,-0.0192,0.11189,26.45093,3.82315,8.72706
100,1,1747,-0.01967,-0.00467,186.11111,208.80483,1.17533,23.975,-0.01516,-0.01857,472.22222,529.80329,1.42916,36.02238,-0.00558,0.00756,,,1.51048,38.85029,-0.01967,0.00451,0.01409,-0.00467,-0.0139,0.01223,186.11111,286.11111,,208.80483,320.99847,,1.17533,0.25383,0.33514,23.975,12.04738,14.87529
100,1,2034,-0.01333,-0.01833,133.33333,149.33068,1.34667,34.31482,0.00944,0.04882,352.77778,395.10409,1.339,35.09814,0.00075,0.02153,477.77778,535.1016,1.42836,37.4947,-0.01333,0.02277,0.01408,-0.01833,0.06715,0.03986,133.33333,219.44444,344.44444,149.33068,245.77341,385.77092,1.34667,-0.00767,0.08169,34.31482,0.78332,3.17989
100,1,2318,-0.021,-0.041,150.0,168.88199,1.254,26.39167,-0.13094,-0.1684,116.66667,131.35266,1.16939,30.17754,0.02711,0.04646,508.33333,572.3223,1.40923,35.96152,-0.021,-0.10994,0.04811,-0.041,-0.1274,0.08746,150.0,-33.33333,358.33333,168.88199,-37.52933,403.44031,1.254,-0.08461,0.15523,26.39167,3.78587,9.56985
100,1,2615,-0.03433,-0.00933,177.77778,195.72689,1.33067,28.86389,0.21253,0.04741,186.11111,204.90159,1.25495,32.003,0.04444,0.07673,491.66667,541.30718,1.29773,32.56766,-0.03433,0.24686,0.07878,-0.00933,0.05674,0.08606,177.77778,8.33333,313.88889,195.72689,9.1747,345.58029,1.33067,-0.07572,-0.03293,28.86389,3.13911,3.70377
100,1,2927,-0.03367,-0.01367,177.77778,190.96397,1.23633,27.14352,-0.28995,-0.28704,288.88889,310.31645,1.14621,30.66811,0.01607,0.03968,500.0,537.08616,1.31317,35.17858,-0.03367,-0.25629,0.04974,-0.01367,-0.27338,0.05335,177.77778,111.11111,322.22222,190.96397,119.35248,346.12219,1.23633,-0.09012,0.07684,27.14352,3.52459,8.03507
100,1,3224,-0.03433,-0.03933,,,1.25567,27.15093,0.17356,0.13901,,,1.31063,29.78483,-0.0186,-0.01728,,,1.27851,35.22493,-0.03433,0.20789,0.01574,-0.03933,0.17834,0.02205,,,,,,,1.25567,0.05497,0.02284,27.15093,2.63391,8.07401
100,2,193,0.01967,0.01967,183.33333,,1.42967,37.48889,-0.13468,-0.1295,477.77778,,1.36343,38.4555,0.01787,0.03403,438.88889,,1.65424,38.4065,0.01967,-0.15434,-0.0018,0.01967,-0.14916,0.01437,183.33333,294.44444,255.55556,,,,1.42967,-0.06623,0.22458,37.48889,0.96661,0.91761
100,2,470,-0.03067,-0.04067,138.88889,158.33571,1.22933,26.75556,0.39825,0.13569,166.66667,190.00285,1.33539,30.1326,0.01694,0.04502,422.22222,481.34055,1.36372,32.82771,-0.03067,0.42892,0.04761,-0.04067,0.17636,0.08569,138.88889,27.77778,283.33333,158.33571,31.66714,323.00485,1.22933,0.10606,0.13438,26.75556,3.37704,6.07216
100,2,753,-0.05267,-0.07267,447.22222,504.40735,1.28733,27.04907,-0.21334,-0.23979,411.11111,463.67881,1.45408,35.88166,-0.01611,0.00485,363.88889,410.4184,1.51347,41.56482,-0.05267,-0.16067,0.03656,-0.07267,-0.16712,0.07751,447.22222,-36.11111,-83.33333,504.40735,-40.72854,-93.98895,1.28733,0.16675,0.22614,27.04907,8.83258,14.51574
100,2,1046,-0.026,-0.006,191.66667,212.45357,1.384,30.96944,0.0145,0.08237,272.22222,301.74565,1.40726,33.96924,0.03156,0.05213,483.33333,535.75248,1.45744,36.98609,-0.026,0.0405,0.05756,-0.006,0.08837,0.05813,191.66667,80.55556,291.66667,212.45357,89.29208,323.29891,1.384,0.02326,0.07344,30.96944,2.9998,6.01665
100,2,1339,-0.04033,-0.04533,172.22222,190.90031,1.28467,27.55648,-0.02207,-0.02397,338.88889,375.64254,1.27339,26.92252,0.06222,0.08511,491.66667,544.98959,1.45406,34.89188,-0.04033,0.01826,0.10256,-0.04533,0.02136,0.13045,172.22222,166.66667,319.44444,190.90031,184.74223,354.08928,1.28467,-0.01128,0.1694,27.55648,-0.63396,7.3354
100,2,1637,-0.042,-0.037,277.77778,305.30971,1.208,26.29722,-0.15831,-0.19458,308.33333,338.89378,1.27593,27.24363,0.00464,0.03067,425.0,467.12386,1.39145,36.01592,-0.042,-0.11631,0.04664,-0.037,-0.15758,0.06767,277.77778,30.55556,147.22222,305.30971,33.58407,161.81415,1.208,0.06793,0.18345,26.29722,0.94641,9.7187
100,2,1942,-0.043,-0.028,180.55556,196.16078,1.307,28.48056,-0.05641,-0.00864,191.66667,208.23222,1.17438,29.98215,-0.01089,0.01761,475.0,516.05375,1.29982,32.27587,-0.043,-0.01341,0.03211,-0.028,0.01936,0.04561,180.55556,11.11111,294.44444,196.16078,12.07143,319.89297,1.307,-0.13262,-0.00718,28.48056,1.50159,3.79531
100,2,2232,-0.029,-0.024,213.88889,238.30902,1.471,35.63889,-0.23225,-0.24714,338.88889,377.58052,1.3268,42.6447,0.03577,0.04129,483.33333,538.51648,1.50383,36.27381,-0.029,-0.20325,0.06477,-0.024,-0.22314,0.06529,213.88889,125.0,269.44444,238.30902,139.2715,300.20746,1.471,-0.1442,0.03283,35.63889,7.00581,0.63492
100,2,2510,-0.029,-0.029,186.11111,211.78791,1.246,25.81667,0.11227,0.23744,200.0,227.59297,1.26096,27.10097,0.0005,0.0248,483.33333,550.01635,1.42221,32.8623,-0.029,0.14127,0.0295,-0.029,0.26644,0.0538,186.11111,13.88889,297.22222,211.78791,15.80507,338.22845,1.246,0.01496,0.17621,25.81667,1.2843,7.04563
100,2,2798,-0.01433,-0.01933,127.77778,142.8599,1.22567,25.5537,0.00823,0.02047,488.88889,546.59439,1.24421,25.46569,0.00124,0.01279,425.0,475.16445,1.3968,34.75607,-0.01433,0.02257,0.01557,-0.01933,0.0398,0.03213,127.77778,361.11111,297.22222,142.8599,403.7345,332.30455,1.22567,0.01854,0.17114,25.5537,-0.08801,9.20237
100,2,3083,-0.02,-0.02,166.66667,187.31716,1.295,27.95833,-0.23761,-0.24416,286.11111,321.56113,1.20318,32.36151,0.01055,0.0202,455.55556,512.00024,1.39462,34.67379,-0.02,-0.21761,0.03055,-0.02,-0.22416,0.0402,166.66667,119.44444,288.88889,187.31716,134.24397,324.68308,1.295,-0.09182,0.09962,27.95833,4.40317,6.71545
100,2,3391,-0.00833,-0.00833,,,1.38667,30.41667,0.05148,0.00462,,,1.51196,33.83454,0.01647,0.03876,,,1.49986,35.64454,-0.00833,0.05982,0.0248,-0.00833,0.01295,0.04709,,,,,,,1.38667,0.12529,0.11319,30.41667,3.41787,5.22787
100,3,391,0.00467,-0.01033,163.88889,,1.23967,25.25926,0.00129,-0.00674,166.66667,,1.21341,25.35182,0.01647,0.04656,494.44444,,1.27718,30.32639,0.00467,-0.00338,0.0118,-0.01033,0.00359,0.0569,163.88889,2.77778,330.55556,,,,1.23967,-0.02626,0.03751,25.25926,0.09256,5.06713
100,3,680,-0.01333,-0.01833,188.88889,210.81851,1.30167,27.83333,0.01143,0.01396,194.44444,217.01906,1.3169,27.88346,0.0404,0.05815,494.44444,551.84845,1.40786,36.35936,-0.01333,0.02476,0.05373,-0.01833,0.03229,0.07648,188.88889,5.55556,305.55556,210.81851,6.20054,341.02994,1.30167,0.01524,0.10619,27.83333,0.05013,8.52603
100,3,981,-0.063,-0.058,138.88889,151.89221,1.427,31.79722,-0.08062,-0.08347,141.66667,154.93006,1.40563,32.74685,0.05228,0.06812,,,1.57522,38.13261,-0.063,-0.01762,0.11528,-0.058,-0.02547,0.12612,138.88889,2.77778,,151.89221,3.03784,,1.427,-0.02137,0.14822,31.79722,0.94962,6.33539
100,3,1266,-0.02167,-0.00667,188.88889,212.29278,1.23333,24.12963,0.0431,0.02171,144.44444,162.34154,1.23346,24.4343,0.02609,0.06133,483.33333,543.21977,1.39274,34.70605,-0.02167,0.06477,0.04776,-0.00667,0.02837,0.068,188.88889,-44.44444,294.44444,212.29278,-49.95124,330.92699,1.23333,0.00013,0.15941,24.12963,0.30467,10.57642
100,3,1551,0.01167,-0.03333,172.22222,193.56107,1.31167,30.75,0.02837,-0.02511,430.55556,483.90267,1.35509,30.86558,0.03733,0.05929,511.11111,574.4393,1.5152,38.74383,0.01167,0.01671,0.02567,-0.03333,0.00822,0.09263,172.22222,258.33333,338.88889,193.56107,290.3416,380.87823,1.31167,0.04342,0.20353,30.75,0.11558,7.99383
100,3,1845,-0.03333,-0.04833,269.44444,298.15824,1.30667,27.60185,-0.06722,-0.11527,166.66667,184.42778,1.27758,29.22172,0.08118,0.11878,413.88889,457.99565,1.40691,32.3809,-0.03333,-0.03388,0.11451,-0.04833,-0.06693,0.16711,269.44444,-102.77778,144.44444,298.15824,-113.73046,159.83741,1.30667,-0.02909,0.10024,27.60185,1.61987,4.77905
100,3,2150,-0.01667,-0.01667,225.0,244.44651,1.37333,31.41204,-0.00576,-0.00481,241.66667,262.55366,1.37046,31.49512,0.04045,0.06709,502.77778,546.23233,1.45304,35.93604,-0.01667,0.01091,0.05711,-0.01667,0.01185,0.08375,225.0,16.66667,277.77778,244.44651,18.10715,301.78582,1.37333,-0.00287,0.0797,31.41204,0.08308,4.524
100,3,2467,0.064,0.059,188.88889,201.2927,1.314,29.92778,0.04832,0.04132,141.66667,150.96953,1.30811,29.846,-0.01771,0.0102,500.0,532.83362,1.36517,36.09304,0.064,-0.01568,-0.08171,0.059,-0.01768,-0.0488,188.88889,-47.22222,311.11111,201.2927,-50.32318,331.54092,1.314,-0.00589,0.05117,29.92778,-0.08178,6.16527
100,3,2762,-0.026,-0.041,163.88889,181.04634,1.249,25.37222,0.00787,-0.001,158.33333,174.90918,1.23239,25.19483,-0.01201,-0.00105,480.55556,530.8647,1.44855,34.62404,-0.026,0.03387,0.01399,-0.041,0.04,0.03995,163.88889,-5.55556,316.66667,181.04634,-6.13716,349.81835,1.249,-0.01661,0.19955,25.37222,-0.17739,9.25181
100,3,3042,-0.03967,-0.04467,141.66667,160.6349,1.30033,30.04074,-0.05438,-0.05712,211.11111,239.3775,1.29944,29.43772,0.02902,0.04835,463.88889,526.00056,1.46914,35.54778,-0.03967,-0.01471,0.06868,-0.04467,-0.01245,0.09302,141.66667,69.44444,322.22222,160.6349,78.7426,365.36566,1.30033,-0.0009,0.16881,30.04074,-0.60302,5.50704
100,3,3331,-0.01033,-0.01533,,,1.30467,27.30463,0.00023,0.00143,,,1.28785,26.87462,-0.00872,0.02579,,,1.50022,35.73244,-0.01033,0.01056,0.00162,-0.01533,0.01676,0.04113,,,,,,,1.30467,-0.01682,0.19555,27.30463,-0.43001,8.42781
100,4,311,-0.01967,-0.03967,161.11111,,1.21533,26.23519,0.05925,0.02112,163.88889,,1.22287,25.53981,0.06756,0.09379,436.11111,,1.23554,28.29311,-0.01967,0.07892,0.08722,-0.03967,0.06079,0.13345,161.11111,2.77778,275.0,,,,1.21533,0.00754,0.0202,26.23519,-0.69537,2.05793
100,4,612,-0.00167,0.00333,163.88889,179.23281,1.29333,27.21759,0.04415,0.02503,308.33333,337.20071,1.29272,28.43811,0.04576,0.07615,422.22222,461.75232,1.31017,30.51378,-0.00167,0.04582,0.04743,0.00333,0.02169,0.07282,163.88889,144.44444,258.33333,179.23281,157.9679,282.51951,1.29333,-0.00062,0.01684,27.21759,1.22052,3.29618
100,4,910,-0.02367,-0.01367,213.88889,235.08848,1.23133,27.12222,-0.12197,-0.01339,133.33333,146.54866,1.43069,28.06383,-0.0266,-0.01278,511.11111,561.76987,1.35392,34.8396,-0.02367,-0.0983,-0.00294,-0.01367,0.00028,0.00089,213.88889,-80.55556,297.22222,235.08848,-88.53982,326.68139,1.23133,0.19936,0.12259,27.12222,0.94161,7.71737
100,4,1207,-0.018,-0.028,205.55556,226.30922,1.172,25.92222,-0.0138,0.08698,166.66667,183.49396,1.19507,27.24578,0.03852,0.06197,488.88889,538.24895,1.3222,31.21921,-0.018,0.0042,0.05652,-0.028,0.11498,0.08997,205.55556,-38.88889,283.33333,226.30922,-42.81526,311.93973,1.172,0.02307,0.1502,25.92222,1.32356,5.29698
100,4,1500,-0.036,-0.031,191.66667,212.45357,1.209,25.7,0.04951,-0.03251,161.11111,178.58416,1.07183,25.31779,0.01946,0.03064,472.22222,523.43633,1.3517,31.97719,-0.036,0.08551,0.05546,-0.031,-0.00151,0.06164,191.66667,-30.55556,280.55556,212.45357,-33.86941,310.98276,1.209,-0.13717,0.1427,25.7,-0.38221,6.27719
100,4,1783,-0.01967,-0.04467,158.33333,178.579,1.40033,35.82778,0.01689,-0.06021,177.77778,200.50975,1.49055,36.67135,-0.02287,-0.00993,452.77778,510.67328,1.39642,37.09081,-0.01967,0.03655,-0.0032,-0.04467,-0.01554,0.03473,158.33333,19.44444,294.44444,178.579,21.93075,332.09428,1.40033,0.09022,-0.00391,35.82778,0.84357,1.26304
100,4,2065,-0.01433,-0.01933,208.33333,235.38862,1.37567,34.28704,-0.00099,0.13215,402.77778,455.08466,1.35404,33.84862,0.01976,0.05234,500.0,564.93268,1.38506,35.25047,-0.01433,0.01334,0.03409,-0.01933,0.15148,0.07168,208.33333,194.44444,291.66667,235.38862,219.69604,329.54407,1.37567,-0.02163,0.00939,34.28704,-0.43842,0.96343
100,4,2355,-0.036,-0.041,213.88889,238.30902,1.179,26.08611,0.02685,-0.14116,147.22222,164.03088,1.1326,27.50335,0.04912,0.08471,502.77778,560.18094,1.32076,32.03519,-0.036,0.06285,0.08512,-0.041,-0.10016,0.12571,213.88889,-66.66667,288.88889,238.30902,-74.27814,321.87192,1.179,-0.0464,0.14176,26.08611,1.41724,5.94908
100,4,2658,-0.02967,-0.02967,141.66667,154.41789,1.25033,26.87593,-0.04463,-0.10623,155.55556,169.5569,1.20267,28.75201,-0.00543,0.01753,469.44444,511.6985,1.3289,33.95849,-0.02967,-0.01497,0.02423,-0.02967,-0.07656,0.0472,141.66667,13.88889,327.77778,154.41789,15.13901,357.28061,1.25033,-0.04766,0.07857,26.87593,1.87608,7.08256
100,4,2959,-0.013,-0.028,225.0,246.06538,1.302,27.25833,0.10497,-0.11774,172.22222,188.34634,1.21653,31.09019,-0.02608,-0.00019,452.77778,495.16861,1.34359,37.25425,-0.013,0.11797,-0.01308,-0.028,-0.08974,0.02781,225.0,-52.77778,227.77778,246.06538,-57.71904,249.10323,1.302,-0.08547,0.04159,27.25833,3.83185,9.99592
100,4,3257,-0.04567,-0.02067,,,1.36433,37.81019,-0.23614,-0.17816,,,1.2741,40.20317,0.02567,0.04406,,,1.47513,38.6581,-0.04567,-0.19048,0.07134,-0.02067,-0.15749,0.06473,,,,,,,1.36433,-0.09023,0.11079,37.81019,2.39299,0.84792
100,5,227,-0.015,-0.0,286.11111,,1.25,28.08333,0.01648,0.08856,186.11111,,1.24472,35.41756,0.03549,0.07048,472.22222,,1.19748,30.72434,-0.015,0.03148,0.05049,-0.0,0.08856,0.07048,286.11111,-100.0,186.11111,,,,1.25,-0.00528,-0.05252,28.08333,7.33423,2.64101
100,5,514,-0.01067,-0.02067,177.77778,199.10757,1.22433,25.6713,-0.14746,-0.13678,155.55556,174.21913,1.08139,32.21923,-0.02521,0.00398,497.22222,556.87899,1.27625,33.30914,-0.01067,-0.13679,-0.01455,-0.02067,-0.11612,0.02465,177.77778,-22.22222,319.44444,199.10757,-24.88845,357.77142,1.22433,-0.14294,0.05191,25.6713,6.54794,7.63784
100,5,796,-0.01367,-0.00867,186.11111,210.2805,1.21133,28.10278,0.13669,0.12172,411.11111,464.50021,1.23548,30.02001,0.06774,0.08354,491.66667,555.51714,1.24684,30.73519,-0.01367,0.15036,0.0814,-0.00867,0.13039,0.0922,186.11111,225.0,305.55556,210.2805,254.21971,345.23664,1.21133,0.02414,0.03551,28.10278,1.91724,2.63241
100,5,1081,-0.01933,-0.01433,241.66667,271.60989,1.26067,26.26944,-0.22888,-0.18858,175.0,196.68302,1.20887,29.82805,0.03703,0.04936,483.33333,543.21977,1.25986,32.84235,-0.01933,-0.20955,0.05636,-0.01433,-0.17425,0.06369,241.66667,-66.66667,241.66667,271.60989,-74.92686,271.60989,1.26067,-0.0518,-0.00081,26.26944,3.5586,6.5729
100,5,1389,-0.02467,-0.02467,138.88889,150.15624,1.32533,29.32222,0.10925,0.1976,152.77778,165.17187,1.22808,28.82949,0.03754,0.0757,383.33333,414.43123,1.21221,32.65564,-0.02467,0.13392,0.06221,-0.02467,0.22226,0.10037,138.88889,13.88889,244.44444,150.15624,15.01562,264.27499,1.32533,-0.09725,-0.11312,29.32222,-0.49274,3.33342
100,5,1694,0.001,0.001,194.44444,211.25007,1.321,31.59722,0.0241,-0.01712,219.44444,238.4108,1.32046,32.56829,-0.0207,0.00087,,,1.31261,37.62814,0.001,0.0231,-0.0217,0.001,-0.01812,-0.00013,194.44444,25.0,,211.25007,27.16072,,1.321,-0.00054,-0.00839,31.59722,0.97107,6.03091
100,5,1989,-0.04367,-0.06367,216.66667,239.3494,1.13633,24.96852,0.02732,-0.03497,158.33333,174.90918,1.1486,25.24711,0.02742,0.04491,452.77778,500.17888,1.33406,33.42845,-0.04367,0.07099,0.07109,-0.06367,0.0287,0.10858,216.66667,-58.33333,236.11111,239.3494,-64.44022,260.82948,1.13633,0.01226,0.19773,24.96852,0.27859,8.45993
100,5,2272,-0.03933,-0.04433,144.44444,162.91418,1.24567,25.34537,0.06707,0.11767,177.77778,200.50975,1.28077,25.03126,0.0467,0.06932,461.11111,520.07218,1.39463,36.18604,-0.03933,0.1064,0.08603,-0.04433,0.162,0.11365,144.44444,33.33333,316.66667,162.91418,37.59558,357.158,1.24567,0.0351,0.14896,25.34537,-0.31411,10.84067
100,5,2554,-0.03567,-0.05067,394.44444,445.66912,1.29933,26.84907,-0.03591,0.01524,169.44444,191.44941,1.33749,29.93216,0.03181,0.04682,425.0,480.19278,1.31913,35.98788,-0.03567,-0.00024,0.06748,-0.05067,0.0659,0.09749,394.44444,-225.0,30.55556,445.66912,-254.21971,34.52366,1.29933,0.03816,0.01979,26.84907,3.08308,9.13881
100,5,2838,-0.041,-0.021,200.0,225.17599,1.219,26.21667,-0.10731,-0.13428,202.77778,228.30343,1.20637,29.58572,0.05162,0.08614,469.44444,528.53808,1.23811,32.47221,-0.041,-0.06631,0.09262,-0.021,-0.11328,0.10714,200.0,2.77778,269.44444,225.17599,3.12744,303.36209,1.219,-0.01263,0.01911,26.21667,3.36905,6.25555
100,5,3131,-0.04033,-0.05033,194.44444,215.53261,1.16967,26.16759,-0.04133,-0.00296,150.0,166.26801,1.19207,26.37055,0.08279,0.10455,469.44444,520.35729,1.13893,30.30802,-0.04033,-0.001,0.12313,-0.05033,0.04737,0.15488,194.44444,-44.44444,275.0,215.53261,-49.2646,304.82469,1.16967,0.0224,-0.03073,26.16759,0.20295,4.14043
100,5,3424,-0.01767,-0.02267,,,1.29233,29.88148,-0.17888,-0.15512,,,1.2375,34.50533,0.06974,0.08077,,,1.19108,31.53244,-0.01767,-0.16121,0.08741,-0.02267,-0.13245,0.10344,,,,,,,1.29233,-0.05483,-0.10126,29.88148,4.62384,1.65095
100,6,430,-0.03333,-0.03333,150.0,,1.20167,26.92593,-0.07086,-0.06239,208.33333,,1.23516,27.99096,0.06195,0.0916,438.88889,,1.39933,37.1852,-0.03333,-0.03753,0.09529,-0.03333,-0.02905,0.12494,150.0,58.33333,288.88889,,,,1.20167,0.0335,0.19766,26.92593,1.06503,10.25927
100,6,721,-0.053,-0.058,138.88889,154.48,1.177,25.075,0.03865,-0.01812,166.66667,185.376,1.15269,25.13806,0.05051,0.07876,461.11111,512.8736,1.51058,37.07679,-0.053,0.09165,0.10351,-0.058,0.03988,0.13676,138.88889,27.77778,322.22222,154.48,30.896,358.3936,1.177,-0.02431,0.33358,25.075,0.06306,12.00179
